Date,High,Low,Close,DayNumber,Month_Number,DayMonth,Year,FFT_Mag_High_150,FFT_Angl_High_150,FFT_Mag_Low_150,FFT_Angl_Low_150,FFT_Mag_Close_150,FFT_Angl_Close_150
2001-02-16,29.25,29.10000038146973,29.15999984741211,4,200,16,2001,29.25,2.1847967002651485e-18,29.100000381469727,-3.1508096247186393e-18,29.15999984741211,8.451307902942919e-18
2001-02-20,29.53000068664551,28.399999618530273,28.57999992370605,1,200,20,2001,29.530000686645508,1.8432654871731216e-18,28.39999961853027,6.606100789576491e-19,28.57999992370606,4.288697840392835e-18
2001-02-21,29.0,28.29999923706055,28.54999923706055,2,200,21,2001,28.999999999999996,-8.739938815180767e-19,28.299999237060554,4.133047688695752e-18,28.549999237060543,8.128884910307583e-19
2001-02-22,29.20000076293945,28.35000038146973,28.81999969482422,3,200,22,2001,29.200000762939453,-4.714752918471962e-19,28.350000381469727,-4.248192186882413e-18,28.81999969482422,-1.2861472339138376e-18
2001-02-23,29.020000457763672,29.0,29.0,4,200,23,2001,29.020000457763672,0.0,29.000000000000007,0.0,29.0,0.0
2001-02-26,28.940000534057607,28.399999618530273,28.440000534057607,0,200,26,2001,28.940000534057596,2.0204626367279925e-19,28.399999618530273,-2.1006990295377388e-18,28.44000053405761,-2.8124808816314542e-18
2001-02-27,28.35000038146973,27.709999084472656,28.1200008392334,1,200,27,2001,28.350000381469727,9.499933348307596e-20,27.709999084472656,-4.383227170889675e-18,28.120000839233402,2.7881770968417137e-18
2001-02-28,28.20000076293945,27.34000015258789,27.420000076293945,2,200,28,2001,28.20000076293945,6.232440748307359e-18,27.34000015258789,3.2332946944191138e-18,27.420000076293945,4.181282948485922e-18
2001-03-01,27.88999938964844,27.149999618530273,27.649999618530273,3,300,1,2001,27.889999389648445,0.0,27.14999961853027,0.0,27.64999961853027,0.0
2001-03-02,28.20000076293945,27.60000038146973,27.84000015258789,4,300,2,2001,28.200000762939453,-8.193029095311671e-18,27.600000381469727,9.428219915749759e-19,27.840000152587894,2.395081576667706e-18
2001-03-05,28.82999992370605,28.209999084472656,28.60000038146973,0,300,5,2001,28.829999923706055,0.0,28.209999084472656,0.0,28.60000038146973,0.0
2001-03-06,28.70000076293945,28.20000076293945,28.29999923706055,1,300,6,2001,28.70000076293945,3.849164574882302e-18,28.200000762939453,3.197944728650501e-18,28.299999237060547,1.9585538854028117e-18
2001-03-07,29.149999618530273,28.149999618530273,28.95000076293945,2,300,7,2001,29.14999961853028,5.009092671880522e-18,28.14999961853028,2.7036162094924433e-18,28.950000762939442,3.1519181280249665e-18
2001-03-08,29.149999618530273,28.29999923706055,28.489999771118164,3,300,8,2001,29.149999618530273,3.706656096726031e-18,28.29999923706055,-3.660735432893973e-18,28.489999771118168,2.6695727057732166e-18
2001-03-09,28.479999542236328,27.79999923706055,27.79999923706055,4,300,9,2001,28.47999954223634,0.0,27.79999923706055,0.0,27.799999237060558,0.0
2001-03-12,28.239999771118164,27.649999618530273,28.0,0,300,12,2001,28.239999771118164,9.593244432785239e-19,27.649999618530273,-2.5331381825491935e-18,28.0,-2.9738116731030977e-18
2001-03-13,27.899999618530273,27.45000076293945,27.45000076293945,1,300,13,2001,27.899999618530277,-5.5034908266928796e-18,27.450000762939446,-1.9477000566690387e-17,27.450000762939446,-8.643927567569391e-18
2001-03-14,27.75,26.20000076293945,26.45000076293945,2,300,14,2001,27.75,-4.050753099053121e-18,26.200000762939453,-7.028081617162096e-18,26.45000076293945,7.269191477608102e-18
2001-03-15,26.65999984741211,26.10000038146973,26.649999618530273,3,300,15,2001,26.65999984741211,-8.729142526609365e-18,26.100000381469727,-4.381377440896175e-18,26.64999961853028,-8.45702020713019e-18
2001-03-16,27.75,26.60000038146973,26.70000076293945,4,300,16,2001,27.749999999999996,2.4228899996078933e-18,26.600000381469734,-1.1401445615014243e-18,26.70000076293945,-3.720905962003174e-18
2001-03-19,26.940000534057607,26.04999923706055,26.18000030517578,0,300,19,2001,26.940000534057617,0.0,26.049999237060554,0.0,26.18000030517579,0.0
2001-03-20,26.489999771118164,25.70000076293945,25.899999618530273,1,300,20,2001,26.489999771118164,-7.323084490507855e-18,25.700000762939453,1.787756851615144e-17,25.899999618530273,-2.760668104343692e-17
2001-03-21,26.85000038146973,25.920000076293945,26.79999923706055,2,300,21,2001,26.850000381469734,2.2023008688683355e-19,25.920000076293938,-4.268593441877565e-18,26.799999237060547,-1.1618445318352162e-17
2001-03-22,27.190000534057607,26.420000076293945,26.520000457763672,3,300,22,2001,27.190000534057607,1.0106128018909727e-17,26.420000076293945,4.492745792725128e-18,26.520000457763672,7.551984241159604e-18
2001-03-23,27.45000076293945,26.479999542236328,27.29999923706055,4,300,23,2001,27.450000762939453,-2.740952868250904e-18,26.47999954223633,-1.89200385197657e-18,27.29999923706055,-4.983910894067203e-18
2001-03-26,27.65999984741211,27.11000061035156,27.459999084472656,0,300,26,2001,27.659999847412106,-6.160933588169096e-19,27.110000610351566,6.506710964585154e-18,27.45999908447266,-1.2123536262369881e-17
2001-03-27,28.040000915527344,27.3799991607666,27.75,1,300,27,2001,28.04000091552735,0.0,27.379999160766598,0.0,27.75000000000001,0.0
2001-03-28,27.78000068664551,26.25,26.25,2,300,28,2001,27.78000068664551,-5.242512368957349e-18,26.250000000000004,3.013762653764738e-18,26.25,6.291593691837319e-18
2001-03-29,26.78000068664551,25.75,26.35000038146973,3,300,29,2001,26.78000068664551,0.0,25.749999999999993,0.0,26.350000381469727,0.0
2001-03-30,26.63999938964844,25.959999084472656,26.399999618530273,4,300,30,2001,26.639999389648438,3.2757577357030156e-18,25.959999084472656,2.4918681118705933e-18,26.399999618530273,-7.098005433951531e-19
2001-04-02,26.46999931335449,25.54999923706055,25.59000015258789,0,400,2,2001,26.469999313354496,3.031855900198843e-18,25.549999237060554,-2.3259082775847575e-17,25.59000015258789,-4.956188000086786e-18
2001-04-03,26.28000068664551,25.489999771118164,26.190000534057607,1,400,3,2001,26.280000686645508,-1.0561482073983825e-17,25.489999771118164,-7.622166773400468e-18,26.19000053405761,4.239110355043395e-18
2001-04-04,27.239999771118164,26.1299991607666,27.1200008392334,2,400,4,2001,27.23999977111816,2.3039011228000408e-18,26.12999916076661,7.864763854001456e-18,27.1200008392334,5.330856198058962e-18
2001-04-05,27.78000068664551,26.649999618530273,27.26000022888184,3,400,5,2001,27.78000068664551,-5.426879920923419e-19,26.649999618530273,-8.947971644785108e-18,27.260000228881836,5.1126859800892305e-18
2001-04-06,27.28000068664551,26.809999465942386,27.059999465942386,4,400,6,2001,27.28000068664552,0.0,26.809999465942383,0.0,27.059999465942386,0.0
2001-04-09,27.670000076293945,27.01000022888184,27.34000015258789,0,400,9,2001,27.67000007629395,9.188445356452575e-18,27.010000228881832,3.2039275147987575e-18,27.340000152587894,3.555938279043855e-18
2001-04-10,28.6299991607666,27.309999465942386,28.479999542236328,1,400,10,2001,28.62999916076661,3.63160153532881e-18,27.30999946594238,-7.174604966323777e-18,28.479999542236328,8.674727088382529e-18
2001-04-11,28.45000076293945,27.940000534057607,28.18000030517578,2,400,11,2001,28.450000762939453,9.910730356305025e-18,27.940000534057607,-1.007817613532758e-18,28.18000030517578,4.963562087864193e-18
2001-04-12,28.84000015258789,28.190000534057607,28.25,3,400,12,2001,28.8400001525879,0.0,28.190000534057614,0.0,28.25,0.0
2001-04-16,29.040000915527344,28.04999923706055,28.790000915527344,0,400,16,2001,29.040000915527344,6.673505643179375e-18,28.049999237060547,4.11898488228713e-18,28.790000915527344,-9.928956475069281e-18
2001-04-17,29.0,28.149999618530273,28.239999771118164,1,400,17,2001,29.00000000000001,0.0,28.149999618530266,0.0,28.239999771118157,0.0
2001-04-18,28.290000915527344,27.040000915527344,27.95000076293945,2,400,18,2001,28.290000915527344,3.708711621703367e-19,27.04000091552734,4.671975424253415e-18,27.95000076293945,-7.524186660595173e-19
2001-04-19,27.959999084472656,27.45000076293945,27.82999992370605,3,400,19,2001,27.959999084472653,-2.8385283387226117e-18,27.450000762939453,-9.855651287951525e-18,27.82999992370606,2.336909940501367e-18
2001-04-20,28.0,26.79999923706055,27.28000068664551,4,400,20,2001,28.0,-2.780558687000837e-18,26.79999923706055,-1.1151128218710798e-17,27.28000068664552,-9.604431579842166e-18
2001-04-23,27.93000030517578,27.399999618530273,27.61000061035156,0,400,23,2001,27.930000305175785,7.685656475223995e-18,27.39999961853027,3.83999561012019e-18,27.610000610351566,2.099830080192023e-17
2001-04-24,27.979999542236328,26.79999923706055,26.86000061035156,1,400,24,2001,27.979999542236328,-1.2154830203755751e-17,26.799999237060547,7.930396576044973e-19,26.860000610351566,1.7048189133310956e-17
2001-04-25,27.3799991607666,26.75,27.290000915527344,2,400,25,2001,27.37999916076659,0.0,26.75,0.0,27.29000091552735,0.0
2001-04-26,28.649999618530273,27.290000915527344,28.440000534057607,3,400,26,2001,28.649999618530273,5.100027311527579e-18,27.290000915527344,1.1728743806775373e-17,28.440000534057614,1.674271616729633e-17
2001-04-27,28.63999938964844,28.149999618530273,28.270000457763672,4,400,27,2001,28.639999389648438,1.2448964371090338e-17,28.149999618530273,-1.7348773927982273e-17,28.270000457763672,-6.642072648651721e-18
2001-04-30,28.989999771118164,28.1299991607666,28.459999084472656,0,400,30,2001,28.989999771118164,-6.1976423871320675e-18,28.12999916076661,1.1925239618181614e-17,28.459999084472656,-2.483684567690859e-19
2001-05-01,28.979999542236328,28.36000061035156,28.940000534057607,1,500,1,2001,28.979999542236335,0.0,28.360000610351562,0.0,28.940000534057607,0.0
2001-05-02,28.32999992370605,27.76000022888184,27.79999923706055,2,500,2,2001,28.329999923706055,6.407103898601613e-18,27.76000022888184,-1.554918770262831e-18,27.799999237060547,-3.4396273959232387e-18
2001-05-03,28.54999923706055,27.3700008392334,28.45000076293945,3,500,3,2001,28.54999923706055,1.4575973733138918e-18,27.370000839233402,-1.1406370447064243e-17,28.450000762939446,4.36135456094096e-18
2001-05-04,28.729999542236328,28.149999618530273,28.36000061035156,4,500,4,2001,28.72999954223634,-2.5163884489573173e-18,28.149999618530266,-3.973569808590422e-18,28.360000610351562,2.4613132679476932e-18
2001-05-07,28.57999992370605,27.71999931335449,27.770000457763672,0,500,7,2001,28.579999923706044,1.013745346912477e-17,27.719999313354485,-9.173320751589333e-19,27.770000457763665,1.895271900908604e-18
2001-05-08,28.0,27.35000038146973,27.38999938964844,1,500,8,2001,27.999999999999996,-6.458410973108874e-18,27.350000381469734,1.1073014714509881e-17,27.389999389648445,-3.511180158857028e-20
2001-05-09,28.25,27.04999923706055,28.229999542236328,2,500,9,2001,28.24999999999999,1.1396979721815772e-16,27.049999237060533,-2.667818803549702e-16,28.229999542236335,-1.1798332015175157e-17
2001-05-10,28.85000038146973,28.149999618530273,28.520000457763672,3,500,10,2001,28.850000381469734,9.463703886474913e-19,28.149999618530273,-8.117897126200974e-18,28.520000457763672,-6.100201301907271e-18
2001-05-11,28.75,28.28000068664551,28.54999923706055,4,500,11,2001,28.750000000000004,-8.071299248178454e-18,28.280000686645515,3.396563203084374e-18,28.549999237060554,8.221571913830496e-18
2001-05-14,28.809999465942386,28.07999992370605,28.709999084472656,0,500,14,2001,28.809999465942386,9.426551833787295e-18,28.079999923706044,-1.8393034955467436e-18,28.709999084472656,8.667374636164015e-19
2001-05-15,29.06999969482422,28.61000061035156,28.979999542236328,1,500,15,2001,29.06999969482421,-6.017413522524029e-18,28.610000610351555,3.994738419166563e-18,28.979999542236335,6.409898309271516e-18
2001-05-16,29.25,28.45000076293945,28.86000061035156,2,500,16,2001,29.250000000000004,-5.8287407822928996e-18,28.450000762939453,-3.2325983136029156e-18,28.860000610351562,4.2397020340263854e-18
2001-05-17,29.020000457763672,28.6200008392334,28.90999984741211,3,500,17,2001,29.020000457763672,-5.344027876780959e-18,28.620000839233402,8.433726532641593e-18,28.909999847412102,6.992485367255325e-18
2001-05-18,29.989999771118164,28.920000076293945,29.90999984741211,4,500,18,2001,29.989999771118164,1.0345364033766095e-17,28.920000076293945,-1.0179353933239824e-17,29.90999984741211,8.75723071547631e-19
2001-05-21,30.20000076293945,29.61000061035156,29.979999542236328,0,500,21,2001,30.20000076293946,0.0,29.61000061035155,0.0,29.979999542236335,0.0
2001-05-22,30.04999923706055,29.57999992370605,29.739999771118164,1,500,22,2001,30.04999923706055,-8.752087684105687e-18,29.57999992370605,2.7882839012795044e-18,29.739999771118168,-1.1122280196456723e-17
2001-05-23,30.04999923706055,29.54999923706055,29.57999992370605,2,500,23,2001,30.049999237060554,-3.2844928633686607e-18,29.549999237060543,-5.000633637260788e-18,29.579999923706048,5.057512575904673e-18
2001-05-24,29.670000076293945,28.20000076293945,28.40999984741211,3,500,24,2001,29.67000007629395,4.466571996668224e-18,28.200000762939453,2.5431555566398504e-18,28.409999847412106,2.4027750653141526e-18
2001-05-25,28.57999992370605,28.10000038146973,28.3799991607666,4,500,25,2001,28.57999992370604,1.514999932679022e-16,28.100000381469712,-1.1457817536316194e-16,28.379999160766598,-5.242067995034867e-16
2001-05-29,29.04999923706055,28.35000038146973,28.65999984741211,1,500,29,2001,29.049999237060547,-5.830871512351822e-18,28.350000381469727,-1.2802001096453283e-18,28.65999984741211,2.136902548046549e-18
2001-05-30,28.95000076293945,28.43000030517578,28.54999923706055,2,500,30,2001,28.95000076293946,2.4927286597179315e-16,28.430000305175792,4.959490770801209e-16,28.54999923706056,5.638610958758893e-16
2001-05-31,28.71999931335449,27.54999923706055,28.3700008392334,3,500,31,2001,28.719999313354492,3.281650443500966e-18,27.549999237060547,7.474518925320741e-18,28.3700008392334,-4.513297144877561e-19
2001-06-01,28.60000038146973,27.57999992370605,27.93000030517578,4,600,1,2001,28.600000381469734,-7.79140459841042e-18,27.57999992370606,-4.94265093966901e-18,27.930000305175785,2.858281568374839e-20
2001-06-04,28.739999771118164,28.040000915527344,28.1299991607666,0,600,4,2001,28.73999977111817,1.1188262938539331e-18,28.040000915527344,9.964308758030152e-19,28.1299991607666,3.0735255983951443e-18
2001-06-05,28.32999992370605,27.79999923706055,28.239999771118164,1,600,5,2001,28.32999992370605,6.152665560732818e-16,27.79999923706056,4.392968923033686e-17,28.23999977111817,7.862769359938964e-17
2001-06-06,28.3700008392334,27.25,27.71999931335449,2,600,6,2001,28.3700008392334,-5.432820966785959e-18,27.25,-7.121747209433538e-18,27.719999313354492,-1.0982685540321652e-19
2001-06-07,28.10000038146973,27.40999984741211,27.75,3,600,7,2001,28.100000381469744,0.0,27.40999984741211,0.0,27.749999999999996,0.0
2001-06-08,28.38999938964844,27.79999923706055,28.399999618530273,4,600,8,2001,28.38999938964844,3.5302196022377434e-18,27.79999923706054,-1.814152758264812e-18,28.399999618530266,-2.8407730069651126e-18
2001-06-11,29.34000015258789,28.399999618530273,29.040000915527344,0,600,11,2001,29.340000152587884,-2.1993620385970105e-18,28.399999618530277,-2.1409810410564954e-18,29.040000915527347,-7.339996695041169e-18
2001-06-12,29.3799991607666,28.75,29.18000030517578,1,600,12,2001,29.379999160766594,5.134539308764086e-18,28.75,-3.1388219566943854e-18,29.180000305175785,4.031808523374354e-18
2001-06-13,29.6299991607666,28.809999465942386,28.84000015258789,2,600,13,2001,29.62999916076661,-2.6228691841026106e-16,28.809999465942386,-2.196553751361339e-16,28.840000152587873,3.849594378471367e-18
2001-06-14,29.28000068664551,28.60000038146973,29.040000915527344,3,600,14,2001,29.28000068664552,3.563727075354955e-18,28.600000381469727,-3.5220758005118573e-19,29.040000915527344,-2.371294564768223e-18
2001-06-15,29.11000061035156,28.440000534057607,28.51000022888184,4,600,15,2001,29.11000061035156,-1.899885401938132e-18,28.440000534057607,-2.990075071979746e-18,28.510000228881843,6.2931791074007206e-18
